股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh601515,东风股份,2020-07-15,7.44,7.5,7.15,7.21,7.17,21014633.0,153855833.0
sh601515,东风股份,2020-07-16,7.1,7.2,6.7,6.74,7.21,16786684.0,116741799.0
sh601515,东风股份,2020-07-17,6.74,6.84,6.63,6.74,6.74,8553614.0,57620057.0
