股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002955,鸿合科技,2020-07-15,33.58,33.58,31.52,31.55,34.26,8291624.0,266968226.0
sz002955,鸿合科技,2020-07-16,31.5,31.8,30.08,30.16,31.55,4112861.0,127280078.0
sz002955,鸿合科技,2020-07-17,30.1,30.74,29.83,30.3,30.16,2122250.0,64151134.0
