股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh603713,密尔克卫,2020-07-15,108.17,111.2,106.3,108.0,107.4,2119604.0,230507727.0
sh603713,密尔克卫,2020-07-16,108.99,110.33,104.96,107.6,108.0,2708751.0,292282856.0
sh603713,密尔克卫,2020-07-17,105.8,114.88,104.72,113.01,107.6,2316415.0,255261332.0
