股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600184,光电股份,2020-07-15,11.31,11.31,10.72,10.78,11.2,6827888.0,74635048.0
sh600184,光电股份,2020-07-16,10.79,10.98,10.25,10.41,10.78,6113889.0,65481507.0
sh600184,光电股份,2020-07-17,10.41,10.78,10.38,10.58,10.41,4960614.0,52317175.0
