股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz300762,上海瀚讯,2020-07-15,42.96,42.96,40.5,40.82,42.8,5198840.0,214069738.0
sz300762,上海瀚讯,2020-07-16,40.83,42.88,38.85,40.76,40.82,5103112.0,208873312.0
sz300762,上海瀚讯,2020-07-17,40.76,41.89,39.01,40.89,40.76,4244735.0,173142763.0
