股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600908,无锡银行,2020-07-15,6.09,6.15,5.89,6.01,6.11,62707225.0,378177651.0
sh600908,无锡银行,2020-07-16,5.94,6.48,5.94,6.11,6.01,96520458.0,596915313.0
sh600908,无锡银行,2020-07-17,6.11,6.35,5.95,6.08,6.11,67718096.0,415936267.0
