股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh601077,渝农商行,2020-07-15,5.56,5.6,5.4,5.42,5.55,71370369.0,390929289.0
sh601077,渝农商行,2020-07-16,5.4,5.57,5.37,5.37,5.42,86523000.0,473236597.0
sh601077,渝农商行,2020-07-17,5.38,5.45,5.25,5.29,5.37,57462780.0,306479042.0
