股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz000829,天音控股,2020-07-15,7.61,7.66,7.15,7.21,7.6,43280234.0,317287142.0
sz000829,天音控股,2020-07-16,7.21,7.3,6.96,6.99,7.21,31648498.0,225165100.0
sz000829,天音控股,2020-07-17,6.88,7.08,6.82,6.91,6.99,25655898.0,178195669.0
