股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002460,赣锋锂业,2020-07-15,66.0,66.1,59.85,63.83,64.56,44262486.0,2784354849.0
sz002460,赣锋锂业,2020-07-16,63.86,64.49,59.0,59.34,63.83,33384843.0,2061703689.0
sz002460,赣锋锂业,2020-07-17,60.01,61.97,58.69,60.55,59.34,26482441.0,1601625745.0
