股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz000671,阳 光 城,2020-07-15,7.45,7.55,7.16,7.18,7.35,41020938.0,299958030.0
sz000671,阳 光 城,2020-07-16,7.18,7.32,7.06,7.07,7.18,38739033.0,278857441.0
sz000671,阳 光 城,2020-07-17,7.09,7.54,6.93,7.5,7.07,61456522.0,442851552.0
