股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh688002,睿创微纳,2020-07-15,69.2,72.7,67.0,71.15,68.44,6264752.0,440444230.0
sh688002,睿创微纳,2020-07-16,68.01,69.94,59.0,61.5,71.15,5654397.0,370829576.0
sh688002,睿创微纳,2020-07-17,61.5,64.28,61.26,62.49,61.5,3024420.0,189010388.0
