股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600083,*ST博信,2020-07-15,4.25,4.44,4.23,4.44,4.23,8585290.0,37157144.0
sh600083,*ST博信,2020-07-16,4.54,4.66,4.26,4.48,4.44,9952000.0,45648158.0
sh600083,*ST博信,2020-07-17,4.39,4.7,4.31,4.7,4.48,13331775.0,61744863.0
