股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh603013,亚普股份,2020-07-15,17.1,17.56,16.75,16.79,17.11,6620973.0,113655747.0
sh603013,亚普股份,2020-07-16,16.81,17.26,16.15,16.31,16.79,6563373.0,109902729.0
sh603013,亚普股份,2020-07-17,16.41,16.55,16.0,16.31,16.31,4143400.0,67537361.0
