股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh603028,赛福天,2020-07-15,11.98,12.09,11.64,11.84,12.0,4115368.0,48701875.0
sh603028,赛福天,2020-07-16,11.84,11.96,11.42,11.43,11.84,4083710.0,47951122.0
sh603028,赛福天,2020-07-17,11.66,11.66,11.33,11.49,11.43,1937100.0,22206479.0
