股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002077,*ST大港,2020-07-15,6.86,7.05,6.62,6.62,6.97,20910932.0,142820475.0
sz002077,*ST大港,2020-07-16,6.63,6.69,6.29,6.29,6.62,20850301.0,134164706.0
sz002077,*ST大港,2020-07-17,6.29,6.4,6.2,6.35,6.29,11389779.0,71715054.0
