股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh603898,好莱客,2020-07-15,15.39,15.63,15.16,15.18,15.34,1548432.0,23766990.0
sh603898,好莱客,2020-07-16,15.19,15.33,14.91,14.95,15.18,1595934.0,24079551.0
sh603898,好莱客,2020-07-17,14.98,15.95,14.83,15.75,14.95,2866700.0,44065278.0
