股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz300494,盛天网络,2020-07-15,24.63,24.67,22.28,22.29,24.75,22711736.0,525478558.0
sz300494,盛天网络,2020-07-16,22.3,22.65,20.5,20.55,22.29,15328567.0,332915495.0
sz300494,盛天网络,2020-07-17,20.9,21.2,20.2,21.06,20.55,12272173.0,254926253.0
