股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz000888,峨眉山Ａ,2020-07-15,6.51,6.81,6.5,6.67,6.19,56874357.0,380087127.0
sz000888,峨眉山Ａ,2020-07-16,6.48,6.49,6.12,6.14,6.67,32473001.0,203131395.0
sz000888,峨眉山Ａ,2020-07-17,6.12,6.48,6.1,6.19,6.14,20544417.0,128526676.0
