股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002753,永东股份,2020-07-15,9.29,9.3,8.96,8.99,9.29,7255683.0,66069944.0
sz002753,永东股份,2020-07-16,8.95,9.0,8.35,8.37,8.99,8483163.0,73605105.0
sz002753,永东股份,2020-07-17,8.33,8.5,8.33,8.39,8.37,3458051.0,29032470.0
