股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh603708,家家悦,2020-07-15,42.81,44.13,42.7,43.68,42.89,4842339.0,211536226.0
sh603708,家家悦,2020-07-16,43.67,43.7,40.15,41.07,43.68,6461695.0,269747631.0
sh603708,家家悦,2020-07-17,40.3,41.76,39.66,40.9,41.07,4317035.0,175665161.0
