股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600843,上工申贝,2020-07-15,7.33,7.4,7.18,7.2,7.33,3527301.0,25628486.0
sh600843,上工申贝,2020-07-16,7.25,7.3,6.93,6.95,7.2,3354000.0,23943174.0
sh600843,上工申贝,2020-07-17,6.98,7.26,6.86,7.21,6.95,3441821.0,24206608.0
