股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600582,天地科技,2020-07-15,3.24,3.26,3.15,3.18,3.22,31645696.0,101043122.0
sh600582,天地科技,2020-07-16,3.18,3.22,3.08,3.08,3.18,34952500.0,110368858.0
sh600582,天地科技,2020-07-17,3.1,3.12,3.05,3.06,3.08,21203002.0,65287972.0
