股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh601606,长城军工,2020-07-15,14.92,14.94,13.88,14.03,14.75,28837149.0,411522149.0
sh601606,XD长城军,2020-07-16,14.0,14.05,12.74,12.89,13.99,23872721.0,319863302.0
sh601606,长城军工,2020-07-17,12.88,13.48,12.73,13.21,12.89,18947355.0,248892692.0
