股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002352,顺丰控股,2020-07-15,66.1,67.3,65.3,66.43,65.72,24742998.0,1643300977.0
sz002352,顺丰控股,2020-07-16,66.46,68.66,63.34,63.67,66.43,29663349.0,1953794854.0
sz002352,顺丰控股,2020-07-17,64.03,65.0,62.59,63.33,63.67,22533175.0,1437405203.0
