股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sh600463,空港股份,2020-07-15,7.67,7.75,7.03,7.47,7.59,5392462.0,40859964.0
sh600463,空港股份,2020-07-16,7.5,7.68,7.23,7.27,7.47,6089995.0,45561844.0
sh600463,空港股份,2020-07-17,7.3,7.43,7.08,7.3,7.27,3297950.0,24042860.0
