股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz300339,润和软件,2020-07-15,11.8,11.87,11.03,11.06,11.69,35046618.0,397163841.0
sz300339,润和软件,2020-07-16,11.11,11.36,10.45,10.5,11.06,32336963.0,353304946.0
sz300339,润和软件,2020-07-17,10.6,10.67,10.21,10.34,10.5,20954697.0,218428348.0
