股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002099,海翔药业,2020-07-15,8.32,8.46,8.05,8.09,8.38,26347290.0,216416099.0
sz002099,海翔药业,2020-07-16,8.11,8.11,7.38,7.4,8.09,36444442.0,283121707.0
sz002099,海翔药业,2020-07-17,7.47,7.7,7.35,7.48,7.4,20363427.0,152878363.0
