股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002641,永高股份,2020-07-15,7.84,8.24,7.62,7.88,7.8,21278190.0,167774829.0
sz002641,永高股份,2020-07-16,7.9,8.3,7.64,7.65,7.88,22716088.0,182150225.0
sz002641,永高股份,2020-07-17,7.78,8.25,7.64,7.76,7.65,26149312.0,207536908.0
