股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额
sz002729,好利来,2020-07-15,38.73,38.73,36.62,36.72,38.06,714200.0,26674618.0
sz002729,好利来,2020-07-16,37.33,37.59,35.56,35.71,36.72,609178.0,22407787.0
sz002729,好利来,2020-07-17,36.29,36.29,34.8,35.04,35.71,595995.0,21154697.0
